date,value
All Business,18400
All Business,18900
All Business,5300
All Business,8780
All Business,10680
All Business,60
All Business,4500
All Business,10220
All Business,13760
All Business,8740
All Business,12320
All Business,3860
All Business,38540
All Business,12600
All Business,41380
All Business,172100
All Business,140
All Business,20720
All Business,35900
All Business,61820
All Business,4660
All Business,3860
All Business,11860
All Business,11000
All Business,3900
All Business,40340
All Business,202200
All Business,74140
All Business,81540
All Business,20
All Business,15480
All Business,83760
All Business,10860
All Business,5740
All Business,5080
All Business,3840
All Business,1360
All Business,1000
All Business,46420
All Business,24660
All Business,5920
All Business,6820
All Business,9980
All Business,5700
All Business,60
All Business,8400
All Business,12720
All Business,21380
All Business,2980
All Business,9220
All Business,3620
All Business,27180
All Business,4940
All Business,5920
All Business,7640
All Business,34460
All Business,227320
All Business,33620
All Business,1560
All Business,2860
All Business,8520
All Business,11440
All Business,7300
All Business,9120
All Business,40
All Business,6500
All Business,16080
All Business,44300
All Business,3920
All Business,9420
All Business,275640
All Business,12440
All Business,60
All Business,3940
All Business,9780
All Business,6720
All Business,109660
All Business,20
All Business,5820
All Business,8100
All Business,7060
All Business,2120
All Business,291640
All Business,2940
All Business,64520
All Business,10060
All Business,11720
All Business,7660
All Business,11260
All Business,9900
All Business,90340
All Business,5320
All Business,13140
All Business,91860
All Business,3600
All Business,11920
All Business,6680
All Business,7600
All Business,25920
All Business,11280
All Business,35880
All Business,13560
All Business,6480
All Business,9160
All Business,85740
All Business,9000
All Business,3460
All Business,8060
All Business,2960
All Business,4820
All Business,15660
All Business,6220
All Business,22260
All Business,15140
All Business,13480
All Business,6380
All Business,79360
All Business,21300
All Business,6200
All Business,29060
All Business,13500
All Business,6060
All Business,11080
All Business,3700
All Business,11580
All Business,17200
All Business,81020
All Business,9640
All Business,9700
All Business,13840
All Business,5180
All Business,3780
All Business,15940
All Business,17020
All Business,8800
All Business,2600
All Business,860
All Business,2760
All Business,40
All Business,4020
All Business,20
All Business,100
All Business,17000
All Business,9260
All Business,5560
All Business,8720
All Business,3840
All Business,5440
All Business,2580
All Business,8440
All Business,5800
All Business,7800
All Business,3240
All Business,60
All Business,6220
All Business,9940
All Business,26540
All Business,12820
All Business,8340
All Business,11260
All Business,2740
All Business,347240
All Business,15540
All Business,3460
All Business,40700
All Business,191880
All Business,5980
All Business,79400
All Business,6240
All Business,11440
All Business,10220
All Business,4880
All Business,40
All Business,5240
All Business,11780
All Business,3440
All Business,114360
All Business,12700
All Business,122560
All Business,3960
All Business,21280
All Business,11960
All Business,18200
All Business,50700
All Business,20
All Business,118260
All Business,7480
All Business,9000
All Business,12300
All Business,5320
All Business,4400
All Business,4400
All Business,7760
All Business,2200
All Business,10840
All Business,42400
All Business,95600
All Business,18740
All Business,12520
All Business,12940
All Business,2620
All Business,4380
All Business,11020
All Business,20260
All Business,75500
All Business,9760
All Business,5900
All Business,22860
All Business,70480
All Business,13400
All Business,7900
All Business,187120
All Business,960
All Business,41940
All Business,5740
All Business,7480
All Business,4680
All Business,33520
All Business,7600
All Business,17240
All Business,294380
All Business,25320
All Business,6720
All Business,10800
All Business,11260
All Business,231440
All Business,8740
All Business,5500
All Business,18400
All Business,9500
All Business,4700
All Business,140
All Business,103000
All Business,20
All Business,15640
All Business,5580
All Business,4160
All Business,10380
All Business,7100
All Business,5200
All Business,440400
All Business,8120
All Business,5960
All Business,9180
All Business,20
All Business,4800
All Business,30800
All Business,9720
All Business,24760
All Business,2220
All Business,56860
All Business,3780
All Business,13620
All Business,10840
All Business,123380
All Business,18880
All Business,9080
All Business,6340
All Business,35540
All Business,22280
All Business,21580
All Business,15080
All Business,6360
All Business,11620
All Business,249880
All Business,2620
All Business,343140
All Business,5800
All Business,6800
All Business,6720
All Business,9280
All Business,7580
All Business,13700
All Business,303840
All Business,104480
All Business,4100
All Business,5360
All Business,2300
All Business,8180
All Business,5620
All Business,7420
All Business,40
All Business,8360
All Business,15200
All Business,5820
All Business,60
All Business,4140
All Business,3580
All Business,55840
All Business,10180
All Business,194000
All Business,15100
All Business,2260
All Business,2880
All Business,5380
All Business,120
All Business,9420
All Business,55460
All Business,4480
All Business,5080
All Business,29440
All Business,4240
All Business,40
All Business,15420
All Business,11020
All Business,9960
All Business,20
All Business,2780
All Business,3540
All Business,8760
All Business,8820
All Business,4900
All Business,12700
All Business,12800
All Business,7540
All Business,13120
All Business,16500
All Business,15260
All Business,10240
All Business,20
All Business,14220
All Business,6660
All Business,11060
All Business,65500
All Business,4880
All Business,8700
All Business,77140
All Business,9480
All Business,17640
All Business,5280
All Business,10220
All Business,92200
All Business,63380
All Business,6400
All Business,3740
All Business,6120
All Business,6260
All Business,6080
All Business,5840
All Business,13220
All Business,12880
All Business,9180
All Business,3220
All Business,15660
All Business,20
All Business,10880
All Business,5460
All Business,19920
All Business,8140
All Business,19300
All Business,3040
All Business,12800
All Business,2600
All Business,6080
All Business,6780
All Business,20720
All Business,15540
All Business,12840
All Business,15060
All Business,9580
All Business,11420
All Business,16240
All Business,39040
All Business,8920
All Business,20
All Business,6680
All Business,16520
All Business,60
All Business,9440
All Business,9940
All Business,12040
All Business,23680
All Business,7240
All Business,7840
All Business,13720
All Business,2300
All Business,5180
All Business,22900
All Business,6440
All Business,23980
All Business,116800
All Business,3260
All Business,5300
All Business,88580
All Business,14800
All Business,6200
All Business,26600
All Business,4920
All Business,16220
All Business,3220
All Business,6440
All Business,5000
All Business,19440
All Business,260780
All Business,39820
All Business,52840
All Business,19540
All Business,191820
All Business,8160
All Business,13320
All Business,4120
All Business,6720
All Business,5960
All Business,7620
All Business,14800
All Business,7520
All Business,100
